21876 60076
3361 7885 6
3361 7910 19
3361 21110 100
3362 3374 24
3362 3397 35
3362 3441 35
3362 3433 54
3363 20574 34
3364 3404 14
3364 3375 30
3364 3417 87
3364 20641 40
3365 3437 25
3365 3367 52
3365 3372 54
3366 3370 25
3366 3403 23
3366 3438 44
3367 3444 53
3367 3365 52
3368 17390 6
3368 3439 19
3368 17446 26
3369 3410 29
3369 8172 10
3369 8176 37
3370 3412 26
3370 3366 25
3370 3372 34
3370 3415 45
3371 13824 5
3371 10484 9
3371 7954 94
3372 3374 26
3372 3365 54
3372 3370 34
3372 3444 52
3373 3461 6
3373 3381 61
3374 3372 26
3374 3362 24
3374 3412 34
3374 3437 54
3375 3409 30
3375 3364 30
3375 3417 58
3376 3403 44
3376 3438 19
3376 3399 105
3377 3440 45
3377 3400 39
3377 5884 47
3378 8194 21
3379 20641 5
3379 5893 12
3379 3436 15
3380 16312 3
3380 16311 34
3380 3446 28
3381 9981 12
3381 3445 72
3381 3373 61
3381 9979 65
3382 1181 12
3382 3432 36
3383 3386 46
3383 3388 58
3383 3405 27
3384 5880 16
3384 3413 16
3384 5881 15
3385 3423 26
3385 3425 31
3385 8176 9
3386 3383 46
3387 3390 40
3387 3416 23
3387 3399 27
3388 3383 58
3389 5878 29
3389 8177 16
3389 3428 22
3389 5879 22
3390 3387 40
3390 3412 44
3390 3429 24
3390 3415 26
3391 9985 4
3392 20645 5
3392 3348 123
3393 3406 23
3393 7890 14
3393 7913 30
3394 5878 27
3394 7997 28
3394 3413 55
3395 3410 146
3395 5871 54
3395 3421 81
3396 9862 38
3396 3442 84
3396 21760 28
3397 9878 109
3397 3362 35
3397 3418 28
3397 3404 56
3398 3435 43
3399 3387 27
3399 3415 39
3399 3376 105
3400 5884 25
3400 5883 15
3400 3377 39
3401 3409 39
3401 3414 57
3402 3407 41
3402 3439 46
3402 3430 26
3403 3366 23
3403 3376 44
3403 3444 35
3404 3364 14
3404 9854 31
3404 3433 39
3404 3397 56
3405 10827 5
3405 3383 27
3405 8707 11
3406 3393 23
3407 17395 23
3407 3402 41
3407 8088 11
3408 2117 11
3408 2118 65
3408 8694 102
3409 3420 58
3409 3401 39
3409 3375 30
3410 3421 4
3410 3369 29
3410 3395 146
3410 3423 45
3411 20577 4
3411 1920 14
3411 15766 105
3412 3441 25
3412 3370 26
3412 3390 44
3412 3374 34
3413 10766 27
3413 3394 55
3413 5880 19
3413 3384 16
3414 3420 38
3414 3401 57
3415 3390 26
3415 3438 24
3415 3370 45
3415 3399 39
3416 3429 40
3416 3387 23
3416 9878 42
3417 3420 30
3417 3375 58
3417 3364 87
3418 3397 28
3418 20638 8
3418 9878 143
3419 7996 24
3419 5878 85
3419 5871 88
3420 3409 58
3420 3414 38
3420 3417 30
3421 3410 4
3421 3395 81
3421 5871 86
3422 7973 23
3422 13749 25
3422 7971 73
3423 3385 26
3423 8177 31
3423 3410 45
3424 8193 12
3424 8194 33
3425 5879 11
3425 8179 3
3425 3385 31
3426 17654 38
3426 8705 43
3426 8698 60
3427 8103 32
3427 7987 10
3427 17407 97
3427 8102 152
3428 3389 22
3429 3416 40
3429 3441 44
3429 3390 24
3430 17395 19
3430 3402 26
3430 8093 42
3431 5858 50
3432 3382 36
3432 8187 14
3432 8185 22
3433 3362 54
3433 3404 39
3433 3437 25
3434 7880 13
3434 21115 3
3435 8205 63
3435 3398 43
3435 20811 44
3436 3379 15
3436 21120 8
3436 20642 6
3436 20644 5
3437 3374 54
3437 3433 25
3437 3365 25
3438 3366 44
3438 3415 24
3438 3376 19
3439 3368 19
3439 3402 46
3439 17396 11
3440 5888 13
3440 3377 45
3440 20653 26
3441 3412 25
3441 3429 44
3441 3362 35
3442 21123 11
3442 3396 84
3442 13607 109
3443 20374 114
3444 3403 35
3444 3367 53
3444 3372 52
3445 13643 8
3445 9978 29
3445 3381 72
3445 20343 74
3446 3380 28
3446 8100 10
3446 8101 11
3447 6079 34
3447 6112 4
3447 6113 35
3448 6079 15
3448 1989 32
3448 6080 25
3449 8690 17
3449 6100 61
3449 19985 6
3450 21664 6
3450 8688 27
3450 655 40
3451 3455 29
3451 3452 14
3451 9973 51
3452 3454 30
3452 3451 14
3452 3455 23
3453 3460 21
3454 3452 30
3454 9969 59
3454 9970 46
3455 3451 29
3455 3452 23
3455 9976 54
3456 9943 12
3456 13982 4
3456 9935 69
3457 9971 18
3457 13982 30
3457 9972 61
3458 9975 9
3458 9976 4
3458 13989 9
3459 3460 14
3460 3453 21
3460 3459 14
3460 9970 16
3461 9978 4
3461 3373 6
3462 11150 6
3462 3474 13
3462 3471 27
3463 3479 35
3463 11225 33
3463 18962 26
3464 3520 10
3464 3477 69
3464 12749 26
3465 12742 6
3465 4240 58
3466 5466 15
3466 18962 34
3466 3472 55
3466 11225 27
3467 5788 24
3467 3474 29
3467 11151 14
3467 3481 14
3468 12745 8
3468 4229 33
3469 3481 18
3469 3471 53
3469 11179 21
3469 3474 29
3470 3465 3
3470 12749 8
3471 3462 27
3471 3469 53
3471 5835 7
3472 18962 30
3472 3475 28
3472 3483 57
3472 3466 55
3473 1813 59
3474 3467 29
3474 3462 13
3474 3469 29
3475 3472 28
3476 12711 62
3477 3514 9
3477 3512 68
3477 12747 27
3478 12702 8
3478 12708 7
3478 17 12
3479 3463 35
3479 16820 32
3479 3483 25
3480 4260 15
3481 3467 14
3481 3469 18
3481 5786 23
3482 3515 7
3482 12745 25
3482 3464 71
3483 3479 25
3483 16820 54
3483 3472 57
3483 18962 36
3484 12743 7
3484 5980 56
3485 3488 28
3486 12665 3
3486 12694 21
3487 4265 9
3487 12714 66
3488 12733 5
3488 4266 25
3489 12665 53
3490 12739 6
3490 3491 27
3491 955 10
3492 5982 21
3492 4257 66
3493 18959 46
3493 18956 5
3493 5802 46
3494 11865 22
3495 4179 11
3495 5805 11
3495 17461 7
3495 832 73
3496 14363 8
3496 4186 116
3496 17463 171
3497 3505 26
3498 4237 12
3499 15862 16
3499 12011 103
3499 10874 124
3500 14389 5
3500 4254 29
3501 837 10
3501 11373 6
3501 15861 29
3502 17355 29
3502 10152 23
3502 5319 113
3503 14363 31
3504 11539 5
3504 4180 14
3504 17463 12
3505 3497 26
3505 10152 7
3505 10851 45
3506 686 14
3506 4232 6
3506 11747 8
3507 18973 49
3507 21611 10
3507 18984 4
3508 3509 13
3508 791 50
3508 4180 13
3509 3508 13
3509 17464 10
3509 791 60
3510 3515 11
3510 3513 24
3510 3519 24
3511 12746 10
3511 10 71
3511 17456 50
3512 3516 9
3512 3482 67
3513 3516 9
3513 3522 5
3513 3510 24
3513 3521 25
3514 3521 7
3514 3477 9
3514 3520 47
3514 3516 44
3515 3482 7
3515 3516 46
3515 3520 47
3515 3510 11
3516 3512 9
3516 3513 9
3516 3514 44
3516 3515 46
3517 3519 6
3517 3522 15
3518 14429 17
3518 16319 12
3518 6328 10
3518 3532 30
3519 3520 13
3519 3517 6
3519 3521 25
3519 3510 24
3520 3519 13
3520 3464 10
3520 3515 47
3520 3514 47
3521 3514 7
3521 3513 25
3521 3519 25
3522 3513 5
3522 3517 15
3523 3527 20
3523 16054 9
3523 17431 10
3523 18963 39
3524 19224 9
3524 12573 6
3525 19279 55
3526 15861 10
3526 3527 33
3526 10844 28
3526 11372 49
3527 3526 33
3527 3523 20
3527 10844 28
3528 11586 6
3528 6430 24
3529 13450 6
3529 806 42
3530 3544 27
3530 3547 17
3530 16821 18
3531 19266 32
3532 19224 8
3532 19223 8
3532 20973 29
3532 3518 30
3533 19260 3
3533 8603 18
3534 12005 6
3534 16898 21
3534 12007 29
3534 16240 55
3535 15398 8
3536 3550 6
3537 19265 38
3537 3542 7
3537 20806 147
3537 19263 70
3538 4179 10
3538 17431 7
3538 837 76
3539 12617 4
3540 19266 4
3540 8600 44
3541 12585 4
3541 20981 24
3541 12586 107
3542 3537 7
3543 1167 14
3543 1171 32
3543 1166 73
3544 16826 61
3544 3530 27
3544 18965 6
3545 12616 6
3546 11334 6
3546 5808 44
3547 16245 13
3547 17458 16
3547 3530 17
3548 19263 19
3549 10531 51
3549 1649 26
3549 1166 18
3550 3536 6
3550 11334 11
3550 3551 19
3551 3550 19
3552 1645 15
3552 1647 24
3552 1167 31
3553 6409 10
3553 21743 4
3553 4164 30
3554 3571 11
3554 3560 6
3554 13223 7
3555 4168 29
3556 871 9
3556 13152 6
3556 13153 8
3556 4152 30
3557 9446 5
3557 13153 4
3557 3567 18
3558 4151 6
3558 13169 6
3558 13172 4
3559 13199 4
3559 871 11
3559 13222 5
3560 13156 5
3560 13157 5
3560 3554 6
3560 9252 20
3561 866 11
3561 15049 11
3561 16011 11
3561 15045 7
3562 13139 6
3562 3558 146
3563 13153 7
3563 3567 16
3563 13154 8
3564 13155 5
3564 3554 19
3564 13164 4
3565 13170 5
3565 17517 101
3565 13171 4
3566 3572 12
3566 4176 17
3566 10392 12
3566 242 9
3567 9450 63
3568 13146 5
3568 13147 4
3568 3564 71
3569 9449 7
3569 3565 9
3570 1365 13
3570 16660 5
3570 10401 5
3571 13198 4
3571 13222 6
3571 4173 112
3572 3555 40
3572 13167 5
3572 13204 7
3573 90 24
3574 4117 28
3574 4625 22
3574 4623 31
3574 13003 64
3575 11926 4
3575 3573 16
3575 9967 6
3576 2801 37
3576 2793 20
3576 2799 20
3577 18859 6
3577 2390 12
3577 18856 13
3578 192 10
3578 191 54
3578 11308 6
3578 11263 7
3579 14692 7
3579 14691 6
3579 31 10
3579 14693 48
3580 11433 51
3580 16624 4
3580 11545 4
3581 31 9
3581 11087 7
3581 11085 7
3581 224 34
3582 14256 8
3582 3592 15
3582 3599 26
3583 1051 11
3583 11220 7
3583 11219 5
3584 6249 20
3584 15328 5
3584 11306 5
3585 4620 4
3585 10725 21
3585 3620 18
3586 2782 32
3586 13629 23
3586 3614 19
3587 14688 146
3587 11311 5
3587 11309 4
3588 3605 7
3589 577 15
3589 3611 14
3589 10704 6
3590 13100 7
3590 3621 15
3590 10716 47
3591 177 9
3591 11224 6
3591 11223 7
3592 3582 15
3592 14717 7
3592 576 8
3593 15350 24
3593 3614 7
3593 13629 18
3594 14523 12
3594 13111 9
3594 13050 4
3595 31 10
3595 14689 7
3595 11075 7
3595 21636 29
3596 212 45
3596 192 9
3596 14687 8
3596 16698 6
3597 187 8
3597 18865 4
3597 18867 5
3598 3604 22
3598 20923 48
3598 3600 7
3599 200 11
3599 14257 8
3599 3613 14
3600 3604 24
3600 3598 7
3600 2800 37
3601 11111 7
3601 11116 7
3601 228 8
3601 205 30
3602 14273 6
3602 14274 5
3602 182 9
3603 11112 5
3603 11214 7
3603 16616 110
3604 1417 32
3604 3600 24
3604 3598 22
3605 10652 14
3605 175 12
3606 3566 13
3606 13209 9
3606 13188 7
3607 9333 42
3607 6252 32
3608 10657 10
3608 12983 8
3608 575 6
3609 22 10
3609 11093 9
3609 15357 7
3609 10320 29
3610 192 10
3610 189 54
3610 16622 5
3610 16623 7
3611 2790 67
3611 14631 8
3611 3589 14
3612 13211 6
3612 13065 10
3612 2209 8
3612 3624 86
3613 3599 14
3613 14718 7
3613 3592 26
3614 2132 21
3614 3586 19
3614 3593 7
3615 22 13
3615 11095 7
3615 11094 7
3615 9851 20
3616 11177 11
3616 11178 10
3616 200 10
3616 5493 68
3617 11215 7
3617 11222 5
3617 3583 24
3618 31 9
3618 11076 7
3618 14690 6
3618 191 89
3619 12980 8
3619 12979 13
3619 3588 10
3620 2787 24
3620 3585 18
3620 2135 40
3621 3590 15
3621 13101 7
3621 178 7
3622 14271 52
3622 14283 6
3622 14270 4
3623 11221 6
3623 11175 6
3623 3591 24
3624 13110 10
3624 13047 7
3624 186 19
3624 3612 86
3625 16617 50
3625 16621 4
3625 11249 5
3626 230 6
3626 11109 5
3626 11169 9
3627 188 12
3627 2384 17
3627 18856 4
3627 16619 5
3628 3629 14
3628 13045 7
3628 179 96
3629 13127 6
3629 3628 14
3629 572 8
3630 10653 5
3630 2213 11
3630 10660 4
3631 10655 6
3631 3630 56
3631 10659 4
3632 5422 6
3632 12981 14
3632 10659 11
3633 5732 16
3633 3634 15
3633 5734 26
3634 1624 29
3634 3636 18
3634 3633 15
3635 5732 57
3635 995 7
3635 5731 34
3636 14058 7
3636 14060 2
3636 3634 18
3637 573 49
3637 15643 6
3637 3641 15
3638 5737 47
3638 993 49
3638 995 31
3639 566 6
3639 15646 9
3639 15643 9
3639 2394 16
3640 2294 15
3640 15647 7
3640 2355 155
3641 3637 15
3641 15644 7
3641 255 8
3642 255 9
3642 15645 6
3642 14764 5
3642 2256 41
3643 2409 55
3643 13090 5
3643 13068 3
3644 8 9
3644 13071 11
3644 13087 11
3645 14296 22
3645 13087 8
3645 13125 6
3646 2879 41
3646 16639 8
3646 18852 7
3647 204 10
3647 18861 7
3647 18863 8
3648 6478 44
3649 12604 21
3649 6500 5
3649 6502 5
3650 12528 7
3650 6505 4
3651 9549 23
3652 432 57
3652 15169 4
3653 1134 31
3653 842 33
3653 15135 7
3654 14470 7
3654 3656 23
3655 851 18
3655 18309 7
3655 18313 6
3655 7400 43
3656 9053 29
3656 15986 10
3656 15802 48
3657 11113 9
3657 311 37
3658 862 8
3658 9223 31
3658 18316 6
3658 18327 6
3659 7012 54
3659 14464 3
3659 14465 5
3660 2222 61
3660 18323 5
3660 18321 6
3660 2219 9
3661 3659 10
3661 21190 5
3662 14208 80
3663 3680 18
3664 20448 6
3664 540 48
3664 8283 65
3665 7813 29
3665 3683 19
3665 20053 40
3665 7812 10
3666 19443 19
3667 20060 17
3667 20129 5
3667 7741 28
3668 3668 70
3668 1151 11
3669 3693 19
3669 3677 3
3669 1801 12
3670 3680 18
3670 19429 19
3670 15808 29
3671 20451 38
3672 12481 28
3672 19439 4
3673 19443 5
3673 12492 20
3674 19428 6
3674 14208 6
3674 429 57
3675 20448 107
3676 20435 5
3676 917 23
3676 2546 126
3677 3679 29
3677 1032 19
3677 3669 3
3678 16172 6
3678 1016 84
3678 2554 49
3679 3677 29
3680 3682 37
3680 3663 18
3680 3670 18
3681 20104 4
3681 20105 4
3681 20094 24
3681 20107 52
3682 3680 37
3683 3665 19
3683 7814 9
3683 20099 27
3683 20104 27
3684 1032 38
3684 21089 29
3684 8273 30
3685 20435 16
3686 20439 26
3687 20439 5
3687 2031 16
3687 8278 60
3688 19440 5
3688 4442 32
3689 10428 4
3689 12524 7
3689 12525 14
3690 20446 5
3690 8283 5
3690 8218 87
3691 20111 3
3691 1031 8
3692 12058 7
3692 4900 25
3692 15813 44
3693 3669 19
3694 20451 6
3694 2562 36
3694 14052 85
3695 5449 12
3695 3696 21
3695 1585 12
3696 5448 12
3696 3695 21
3696 5449 25
3697 1500 76
3697 14204 172
3697 1485 105
3698 3705 16
3698 1581 232
3698 1465 79
3699 3702 6
3699 1381 71
3699 5458 27
3700 1485 15
3700 1435 130
3700 3705 106
3701 1436 80
3701 3706 32
3701 1582 34
3702 3699 6
3702 3706 16
3702 1587 29
3703 5452 25
3703 3704 34
3703 1587 10
3704 3703 34
3704 1583 11
3704 3706 20
3705 3698 16
3705 1500 184
3705 3700 106
3706 3701 32
3706 3702 16
3706 3704 20
3707 2703 20
3707 1586 30
3707 2701 15
3708 3082 28
3709 14508 8
3709 14510 7
3709 3714 11
3709 6265 30
3710 3715 35
3710 14518 9
3710 2757 11
3711 222 13
3711 18747 12
3711 3717 16
3711 16665 9
3712 223 110
3712 18806 7
3712 18808 4
3713 3731 22
3713 14527 19
3714 206 12
3714 10572 9
3714 3709 11
3715 11770 14
3715 3710 35
3715 2756 38
3716 18829 4
3716 3718 46
3716 18824 30
3717 3711 16
3717 219 166
3718 14431 8
3718 18833 7
3718 3733 35
3718 3716 46
3719 6271 19
3719 16680 5
3719 16679 5
3720 18834 5
3720 18832 4
3720 18824 69
3720 6380 25
3721 222 12
3721 18732 12
3721 16667 26
3721 16665 12
3722 210 7
3722 18877 6
3722 11362 6
3723 18818 5
3723 8965 8
3723 221 12
3724 14504 10
3724 11771 9
3724 6262 22
3725 2922 54
3725 18842 4
3725 18844 7
3726 244 109
3726 208 10
3726 16708 7
3726 16707 6
3727 18887 12
3727 208 10
3727 16706 9
3727 18811 8
3728 16565 4
3728 8969 6
3728 5149 9
3728 6408 54
3729 2974 10
3729 2975 8
3729 14434 8
3729 14435 8
3730 13060 7
3730 14512 10
3730 3731 31
3731 6 11
3731 14520 7
3731 3713 22
3731 3730 31
3732 6273 67
3732 18812 5
3732 18815 6
3733 18898 13
3733 18896 47
3733 3718 35
3734 1359 10
3734 6669 6
3734 3736 15
3735 6400 36
3735 6390 73
3735 6397 37
3736 18910 5
3736 6382 42
3736 3734 15
3737 19899 5
3737 896 33
3737 892 17
3738 19891 5
3738 6025 23
3738 1126 9
3739 19899 21
3740 6872 43
3741 6871 10
3741 15392 27
3742 19891 9
3742 3742 174
3743 8443 18
3743 2016 25
3743 2023 30
3744 6871 36
3745 10370 9
3745 1208 14
3745 3749 12
3746 14553 6
3746 15919 35
3746 4654 36
3747 1580 10
3747 8746 8
3748 11015 7
3748 21370 14
3748 14555 25
3749 10467 5
3749 20706 4
3750 19853 5
3750 3751 8
3750 889 28
3751 3750 8
3751 16067 7
3751 3752 14
3752 3753 7
3752 3750 13
3752 3755 17
3753 3752 7
3753 3271 85
3754 8688 5
3754 8689 5
3754 19972 6
3754 19973 6
3755 19987 6
3755 920 16
3755 16221 15
3756 3761 12
3756 3764 40
3756 9633 13
3757 20268 11
3757 3766 32
3757 20278 12
3758 3768 15
3759 5514 23
3759 3773 19
3759 3771 24
3760 3770 83
3761 3756 12
3761 9634 16
3761 9629 122
3762 5509 43
3762 5507 13
3762 20256 103
3763 6738 11
3763 9641 39
3763 3803 62
3764 3756 40
3764 5512 25
3764 5509 33
3764 3771 33
3765 9636 16
3765 9629 27
3765 9627 19
3766 9626 6
3766 3757 32
3767 6737 10
3767 3772 83
3768 3758 15
3768 9632 81
3768 3772 33
3769 21443 12
3769 20279 14
3769 653 15
3769 2228 77
3770 3772 43
3770 3760 83
3770 21434 123
3771 3759 24
3771 3764 33
3771 15203 42
3772 3770 43
3772 3768 33
3772 3767 83
3773 20268 3
3773 3759 19
3773 5517 5
3773 10201 132
3774 16512 11
3774 16513 9
3774 425 16
3774 3888 126
3775 19361 19
3776 1853 36
3776 9791 74
3776 3777 113
3777 1852 23
3777 3776 113
3777 20005 96
3778 19359 12
3778 3793 29
3778 3790 25
3779 13467 5
3779 1109 68
3780 20272 5
3780 9626 30
3780 5513 55
3781 9778 71
3781 3785 21
3781 20002 7
3781 20003 8
3782 9590 36
3782 13467 49
3783 1851 25
3783 1085 25
3783 3787 98
3783 1086 13
3784 9770 33
3784 5189 4
3784 9772 20
3785 3781 21
3785 3789 20
3785 5195 88
3786 9697 3
3786 9695 5
3786 3793 23
3787 3783 98
3787 1460 156
3787 1461 199
3788 9778 11
3788 19358 6
3788 20001 4
3788 1084 16
3789 3785 20
3790 3793 28
3790 19360 28
3790 3778 25
3791 19361 4
3791 2983 35
3791 1084 34
3792 6759 7
3792 6757 36
3792 1083 38
3792 5191 18
3793 3790 28
3793 3786 23
3793 3778 29
3794 3812 10
3794 3814 8
3794 20311 5
3795 20330 24
3795 3813 4
3795 20295 80
3796 6736 10
3796 9639 15
3796 6735 11
3797 9671 24
3797 20311 23
3797 9673 23
3798 20335 42
3798 17367 102
3799 20329 25
3799 9526 13
3799 9518 33
3800 20312 40
3801 9671 13
3801 6752 7
3801 6748 29
3802 5505 17
3802 3806 36
3802 5490 86
3803 13928 11
3803 13929 11
3803 10204 8
3803 3763 62
3804 20310 51
3805 5472 340
3805 1479 44
3805 21208 39
3806 1458 49
3806 5490 92
3806 3802 36
3807 6751 8
3807 3824 122
3807 20314 4
3808 6732 52
3808 2234 76
3809 1250 58
3810 9492 16
3810 20266 3
3810 20261 25
3811 6748 68
3812 3824 28
3812 3794 10
3812 20312 4
3813 3795 4
3813 9600 27
3813 9518 37
3814 3794 8
3814 20298 14
3814 20310 5
3815 3851 38
3815 3822 35
3815 3823 58
3816 3819 40
3816 3842 33
3816 3849 35
3817 3834 34
3817 3833 32
3817 3847 41
3817 3851 41
3818 3835 38
3818 3848 34
3818 3822 34
3818 20300 17
3819 3816 40
3819 3835 41
3819 3828 33
3819 3834 35
3820 3858 11
3820 5331 21
3820 4943 90
3821 3835 34
3821 3851 35
3821 3822 37
3821 3834 41
3822 3821 37
3822 3818 34
3822 3815 35
3823 3851 32
3823 3833 40
3823 3838 63
3823 3815 58
3824 3807 122
3824 3812 28
3824 20300 7
3825 8822 4
3825 8823 5
3825 20728 5
3826 3838 41
3826 3841 34
3827 3837 43
3828 20303 23
3828 3819 33
3828 3842 41
3828 3839 42
3829 9961 26
3829 6087 75
3830 3857 48
3831 3845 22
3831 20292 36
3832 3843 9
3832 3853 7
3832 3837 2
3833 3817 32
3833 3838 35
3833 3823 40
3833 3841 41
3834 3819 35
3834 3817 34
3834 3821 41
3834 3849 42
3835 3819 41
3835 3818 38
3835 3839 34
3835 3821 34
3836 5531 28
3836 5528 9
3837 20727 38
3837 3832 2
3837 3827 43
3838 3833 35
3838 3826 41
3838 3823 63
3839 3828 42
3839 3848 37
3839 3856 20
3839 3835 34
3840 5337 7
3840 8822 6
3840 20727 5
3841 3847 33
3841 3826 34
3841 3833 41
3842 3828 41
3842 20302 19
3842 3816 33
3843 3832 9
3843 3852 14
3844 3845 9
3845 3831 22
3845 3844 9
3846 8827 11
3846 8830 46
3846 20729 5
3847 3849 34
3847 3841 33
3847 3817 41
3848 3839 37
3848 20301 16
3848 3818 34
3849 3816 35
3849 3847 34
3849 3834 42
3850 20732 5
3850 5338 35
3850 7699 18
3850 4649 32
3851 3821 35
3851 3823 32
3851 3817 41
3851 3815 38
3852 3843 14
3852 20732 10
3853 20728 38
3853 3832 7
3853 3854 28
3854 3857 20
3854 3853 28
3855 21607 14
3855 21608 173
3856 3839 20
3857 20729 39
3857 3854 20
3857 3830 48
3858 21607 20
3858 3820 11
3859 10116 14
3859 13799 21
3859 2087 22
3860 10199 18
3861 10111 20
3861 2304 34
3861 2092 28
3862 13664 27
3863 10107 11
3863 13677 12
3863 2567 25
3863 507 13
3864 918 30
3864 20351 9
3864 20352 6
3864 8059 76
3865 13670 4
3865 10107 4
3865 2567 25
3866 911 8
3866 20358 4
3866 20359 6
3866 5933 94
3867 21034 10
3867 8579 179
3867 8694 120
3868 16204 48
3868 12432 3
3868 9264 139
3869 12433 15
3869 12434 15
3869 3289 78
3870 10507 43
3870 19709 17
3870 1907 11
3871 12402 74
3871 16194 26
3871 16192 28
3871 16193 67
3872 547 45
3872 6702 16
3872 12438 6
3873 2283 54
3873 14732 20
3873 14737 32
3874 12976 48
3874 12996 4
3875 3878 61
3876 14741 7
3876 3621 29
3877 9889 30
3878 9889 22
3878 12996 10
3878 3875 61
3879 11817 8
3879 15927 8
3879 7690 14
3880 14745 3
3880 14736 3
3880 3881 16
3881 14762 12
3881 612 65
3882 12793 25
3882 12792 51
3882 3883 32
3883 12797 24
3883 3882 32
3883 2771 11
3884 20039 6
3884 3893 28
3885 20043 3
3885 20045 225
3886 1085 148
3886 5483 8
3886 5193 20
3887 424 11
3887 6139 49
3887 20022 9
3887 20050 6
3888 6755 5
3888 16525 9
3888 3774 126
3889 20039 31
3890 20318 26
3891 20317 19
3892 1940 24
3892 20047 13
3892 15184 118
3893 20040 5
3893 6764 34
3894 6673 35
3894 19643 30
3894 19675 5
3895 20205 7
3895 7783 3
3895 7766 22
3896 3897 20
3897 3896 20
3897 1826 21
3897 5424 32
3898 19675 28
3899 7869 21
3900 7763 73
3901 20203 5
3901 1783 18
3901 4439 30
3902 3925 79
3902 2263 47
3902 3913 61
3903 3926 5
3903 17836 7
3903 3924 25
3904 3912 36
3904 3934 11
3904 20856 29
3905 3938 30
3905 3927 14
3905 8272 18
3906 17820 12
3906 17819 15
3907 3916 42
3907 3913 31
3907 17745 20
3907 17746 73
3908 13713 6
3908 5764 13
3908 637 118
3909 3938 59
3909 4552 16
3909 16583 35
3910 3917 68
3910 3912 26
3910 3922 55
3910 13482 32
3911 914 50
3911 5903 28
3912 3910 26
3912 3904 36
3912 6534 12
3913 3907 31
3913 3902 61
3913 8260 15
3914 3922 61
3914 3937 46
3914 20856 25
3914 11439 24
3915 17801 32
3915 17835 98
3915 17816 52
3916 17741 9
3916 3907 42
3916 17744 18
3917 3932 55
3917 3910 68
3917 16487 37
3918 92 51
3918 11439 7
3918 764 40
3918 21054 15
3919 10543 33
3919 5326 38
3920 3940 4
3920 16109 20
3921 3932 48
3922 3932 72
3922 3914 61
3922 3910 55
3922 15306 64
3923 3928 31
3924 17804 12
3924 17806 30
3924 3903 25
3924 17835 76
3924 17816 45
3925 8258 23
3925 17746 94
3925 3902 79
3926 17836 5
3926 13716 42
3927 3905 14
3927 3930 18
3927 17737 7
3928 13489 -207
3929 3937 12
3930 3927 18
3930 17741 37
3930 8267 18
3930 4551 43
3931 3932 45
3932 3921 48
3932 3922 72
3932 3931 45
3932 3917 55
3933 13658 7
3933 16108 9
3933 16112 45
3934 3904 11
3934 11438 13
3934 6537 68
3935 17805 17
3935 17836 91
3936 13490 8
3936 12288 29
3936 13502 50
3937 3929 12
3937 3914 46
3937 11440 17
3938 3909 59
3938 3905 30
3938 8270 18
3938 8269 40
3939 4561 36
3940 13657 7
3941 9316 5
3941 5302 30
3941 3956 33
3942 3955 8
3943 5300 28
3943 3944 54
3943 5298 24
3944 3943 54
3944 9325 10
3944 5300 48
3945 15612 64
3946 2959 8
3946 15693 9
3946 12272 45
3947 5292 6
3947 5294 7
3947 3953 23
3948 15695 4
3948 3949 45
3948 15694 6
3949 3960 9
3949 3957 42
3949 3948 45
3950 15612 5
3950 2193 38
3951 9325 8
3951 3960 44
3951 9324 10
3952 2484 88
3953 15693 4
3953 3947 23
3953 5288 35
3953 5298 30
3954 2861 25
3954 2964 33
3954 3961 35
3955 3942 8
3955 3963 13
3955 15248 26
3956 5304 14
3956 3941 33
3956 5302 17
3957 15622 2
3957 3949 42
3957 3960 65
3958 1264 59
3958 2342 6
3958 14861 5
3958 2767 6
3959 9328 10
3960 3949 9
3960 3957 65
3960 3951 44
3961 2964 27
3961 3954 35
3961 15622 36
3962 2484 63
3963 3955 13
3964 4036 6
3964 3990 5
3964 1739 9
3965 8114 6
3966 21475 3
3966 3980 4
3966 8680 88
3967 1663 67
3967 1662 33
3967 4004 41
3968 3972 35
3968 1700 50
3968 3992 21
3969 3982 44
3969 1718 37
3969 4048 49
3970 1674 4
3970 3985 48
3970 10523 10
3971 1655 16
3971 1658 47
3971 1175 50
3971 3986 33
3972 4072 5
3972 3968 35
3972 1700 39
3973 14614 4
3973 5840 58
3973 21476 8
3974 3992 35
3974 16885 60
3974 1701 45
3975 4016 11
3975 1740 63
3975 1742 27
3975 4033 25
3976 3984 20
3976 13597 23
3976 1688 46
3977 8635 37
3977 1175 49
3977 3988 29
3978 13605 9
3978 16 81
3978 1702 43
3979 1694 13
3979 1695 117
3980 8681 79
3980 12891 45
3980 3966 4
3981 10516 22
3982 3969 44
3982 1710 35
3982 1721 38
3983 1683 16
3983 1685 10
3983 1684 26
3984 3976 20
3984 21240 16
3984 1671 18
3985 1675 13
3985 3987 22
3985 3970 48
3986 1678 5
3986 1656 27
3986 3971 33
3987 3985 22
3987 8634 15
3987 1676 49
3987 10521 41
3988 1678 30
3988 1662 33
3988 3977 29
3989 826 13
3989 12310 65
3989 1661 36
3990 3964 5
3990 4042 36
3990 4022 41
3991 16859 3
3991 16891 140
3991 16892 91
3992 3974 35
3992 3968 21
3992 1703 44
3993 1176 35
3993 1174 45
3993 10513 23
3994 4023 9
3994 4048 8
3994 4026 11
3995 1738 12
3995 17037 20
3995 4057 29
