1656 3550
975 115 61
976 137 140
976 415 26
977 453 254
977 115 71
977 975 92
978 1491 30
978 389 26
979 145 25
979 1171 31
979 437 73
980 219 39
981 982 42
981 980 27
982 220 27
982 981 42
982 229 52
983 984 81
983 215 42
983 227 39
984 212 42
984 983 81
985 990 69
986 989 68
986 146 31
987 1439 11
987 1416 60
988 149 39
988 1040 78
988 990 36
989 1416 37
990 985 69
990 1007 34
990 988 36
991 992 4
992 1521 16
992 454 34
993 994 11
994 991 23
994 1519 29
995 492 5
996 491 80
996 997 11
997 551 130
997 998 8
998 493 92
998 995 11
999 1329 54
999 1229 26
1000 308 142
1000 1328 59
1000 343 16
1001 1000 83
1001 1098 15
1002 986 8
1002 1004 26
1003 151 41
1003 1005 48
1003 152 29
1004 148 54
1004 146 28
1004 147 27
1005 167 19
1006 1007 78
1007 1006 78
1007 990 34
1007 164 33
1007 1311 70
1008 1009 41
1008 423 34
1009 423 22
1009 1082 73
1010 1020 46
1010 1012 40
1011 1019 28
1011 1017 130
1011 950 57
1012 1010 40
1012 1499 47
1013 1020 55
1013 1015 41
1014 1438 102
1014 1010 54
1014 1013 43
1015 1501 109
1016 1012 13
1016 1512 64
1017 1011 130
1017 1016 45
1018 1020 37
1018 1015 43
1019 1011 28
1019 1018 86
1019 1149 125
1020 1013 55
1020 1010 46
1020 1018 37
1021 1273 36
1021 246 54
1022 1029 169
1022 402 257
1022 484 257
1023 230 31
1024 588 149
1024 584 76
1024 583 104
1025 545 187
1026 655 33
1027 1026 17
1027 1 37
1028 1026 13
1028 1025 54
1029 1576 30
1029 1562 28
1029 1022 169
1030 605 7
1030 1236 57
1030 1603 163
1031 1190 7
1032 782 193
1033 1034 111
1034 781 44
1034 1033 111
1035 238 22
1036 117 13
1036 1037 101
1036 1108 38
1037 118 14
1037 1107 38
1037 1038 32
1038 1110 39
1038 1115 13
1039 691 13
1039 1036 87
1040 988 78
1041 95 54
1042 1430 13
1043 1363 11
1044 1043 15
1044 280 34
1045 1220 70
1045 267 106
1045 1238 148
1046 268 57
1046 284 139
1046 1239 81
1047 661 59
1047 284 119
1047 667 187
1048 1534 12
1048 467 307
1049 1430 222
1049 391 38
1050 447 280
1050 450 196
1051 658 14
1052 134 34
1053 1156 62
1053 1504 38
1054 1503 33
1054 1500 21
1054 6 35
1055 268 64
1056 1111 28
1056 789 65
1056 242 113
1057 420 26
1057 1505 94
1058 353 58
1059 1419 66
1059 1321 23
1060 1065 31
1060 1591 169
1061 1303 229
1061 314 21
1062 1064 72
1062 315 62
1062 1541 54
1063 1539 37
1063 326 55
1064 1061 16
1065 315 8
1065 1060 31
1066 1070 116
1066 1494 152
1067 342 61
1067 330 75
1067 329 98
1068 340 9
1068 346 72
1069 341 9
1069 1068 109
1070 1069 49
1070 1591 163
1071 190 25
1071 1074 49
1072 32 43
1072 1073 42
1073 194 47
1073 1072 42
1074 1310 81
1075 1074 63
1075 1076 53
1076 179 15
1077 950 53
1077 1617 25
1077 1451 78
1078 975 18
1078 1505 52
1078 1079 22
1079 789 6
1079 975 22
1080 178 31
1080 1310 15
1081 1080 37
1082 205 20
1082 1009 73
1083 1086 8
1083 1081 79
1084 1344 49
1085 1081 11
1085 1086 80
1086 1087 57
1087 1083 38
1087 180 96
1088 180 7
1088 193 147
1088 1087 95
1089 504 107
1089 1552 337
1090 505 205
1090 571 193
1090 1552 98
1091 1404 131
1092 575 21
1092 1093 18
1093 576 51
1093 575 19
1094 1001 87
1094 476 45
1094 1098 81
1095 884 56
1096 476 36
1096 475 50
1096 1585 17
1097 322 113
1097 321 29
1098 1001 15
1098 1094 81
1098 343 83
1099 872 86
1100 1497 8
1100 1101 15
1101 1100 15
1102 1255 87
1102 1357 16
1103 1455 15
1103 774 31
1104 270 29
1105 267 24
1105 1055 121
1106 567 47
1106 422 36
1107 1037 38
1107 1108 101
1108 116 14
1108 1036 38
1108 1590 88
1109 862 33
1110 1111 13
1110 1038 39
1110 1107 33
1111 1056 28
1111 1110 13
1112 890 31
1112 1117 93
1112 1113 93
1113 888 32
1113 1112 93
1113 100 130
1114 35 177
1114 1122 127
1115 1038 13
1115 118 32
1115 1117 85
1116 425 14
1116 1300 81
1117 111 31
1117 108 93
1117 1115 85
1117 1112 93
1118 1119 106
1118 751 139
1118 398 50
1119 1118 106
1120 1570 84
1120 715 76
1120 1324 129
1121 94 95
1121 1126 54
1122 1125 53
1123 898 130
1123 1121 40
1124 1126 112
1124 1433 39
1125 1123 19
1125 99 96
1126 1124 58
1127 1469 75
1128 1318 145
1129 445 171
1130 362 88
1131 1133 28
1132 1131 33
1132 368 71
1133 1135 72
1133 1136 33
1134 1135 27
1134 1131 72
1135 641 10
1136 367 74
1136 378 72
1137 556 50
1137 555 57
1138 559 96
1138 1137 123
1138 555 73
1139 535 51
1140 703 26
1141 489 14
1141 490 68
1142 585 12
1142 1180 123
1142 1174 109
1143 1465 68
1144 1178 152
1144 1386 39
1145 197 70
1145 1143 52
1145 1034 63
1145 200 182
1146 1341 505
1147 75 24
1148 140 19
1149 150 19
1149 1019 125
1150 734 27
1151 253 38
1151 1515 48
1152 1353 64
1152 254 43
1153 852 29
1153 1154 31
1153 1369 29
1154 1153 31
1155 6 33
1155 1502 19
1156 169 55
1156 157 120
1156 1053 62
1157 182 29
1157 180 166
1158 819 20
1159 1368 70
1159 1622 46
1160 1161 7
1160 596 41
1160 1162 17
1161 1160 7
1161 736 92
1162 728 37
1163 1164 32
1163 1166 14
1163 479 25
1164 1163 32
1164 1167 310
1165 1647 12
1165 1164 24
1165 717 77
1165 960 77
1166 1163 14
1167 1164 310
1167 960 127
1168 725 69
1169 477 43
1169 1326 147
1170 1286 65
1171 145 19
1171 453 65
1172 1231 36
1173 1359 122
1174 1142 109
1174 198 102
1175 37 107
1175 38 80
1176 592 27
1176 404 82
1177 781 83
1178 796 40
1178 1142 102
1179 1146 48
1179 585 40
1179 696 31
1180 1174 156
1180 1517 49
1181 7 21
1181 10 126
1182 1183 80
1183 1186 174
1183 1182 80
1184 1187 108
1184 1542 71
1184 462 33
1185 1186 300
1186 1185 300
1186 511 53
1187 1184 108
1188 288 162
1188 1189 11
1189 292 114
1189 1031 14
1190 1191 10
1191 1550 29
1191 1551 12
1192 1193 42
1192 441 35
1193 553 34
1194 379 15
1194 821 34
1194 442 130
1194 15 27
1195 772 49
1195 1196 13
1195 1227 170
1196 275 109
1196 261 113
1196 1195 13
1197 98 32
1198 135 7
1198 384 53
1199 888 70
1199 1365 50
1200 40 86
1200 270 105
1201 1547 11
1201 1435 11
1202 897 15
1202 896 46
1203 1548 13
1203 1205 24
1204 1205 15
1204 1548 6
1205 43 150
1205 1415 47
1206 757 42
1207 1593 124
1208 761 223
1208 1276 33
1209 1207 74
1210 481 46
1210 1211 39
1211 485 17
1211 1216 108
1212 764 89
1213 993 16
1213 1520 55
1214 1597 33
1214 1596 35
1215 1574 12
1215 1414 12
1216 1200 31
1216 1218 21
1217 1520 181
1217 1219 90
1217 1594 13
1218 1574 79
1219 761 342
1219 1208 70
1220 303 55
1220 1045 70
1220 287 136
1221 278 293
1221 1226 41
1222 268 216
1222 1221 25
1223 1578 158
1223 1225 88
1223 1227 14
1224 1227 83
1225 1224 12
1225 690 147
1225 1084 108
1226 1228 10
1226 1223 185
1227 1195 170
1227 1223 14
1227 1228 182
1228 1393 31
1229 344 50
1229 999 26
1229 1230 21
1230 1229 21
1231 465 91
1231 1422 14
1232 1572 185
1233 1531 47
1234 1235 7
1234 410 30
1235 1237 41
1235 1234 7
1236 1234 41
1236 1237 6
1237 1236 6
1237 605 56
1238 1045 148
1238 1239 29
1239 1046 81
1240 414 27
1240 1242 47
1241 973 130
1242 1560 24
1242 771 43
1242 1561 16
1243 1592 8
1244 1582 103
1245 762 101
1245 1287 98
1245 1286 80
1246 1623 17
1246 1518 27
1247 380 10
1247 256 173
1247 499 50
1248 106 65
1248 815 47
1248 885 79
1249 1368 26
1249 1622 6
1250 1249 27
1250 1244 37
1251 942 14
1251 1577 112
1251 1648 164
1252 1516 5
1253 56 29
1253 53 42
1253 68 148
1254 1261 103
1254 1384 103
1254 1383 44
1255 1256 25
1255 1382 183
1256 1294 14
1256 1255 25
1257 1258 45
1258 1360 174
1258 1306 129
1258 1257 45
1259 837 47
1259 836 149
1259 1360 48
1260 837 55
1260 1294 89
1260 1653 94
1260 817 25
1261 833 50
1261 1653 47
1262 833 61
1262 1508 133
1262 1544 36
1263 1508 14
1263 1264 57
1264 67 31
1264 814 100
1264 1263 57
1265 1266 107
1266 1267 44
1266 1265 107
1266 305 214
1267 1268 69
1267 1266 44
1267 1269 184
1268 881 84
1268 1267 69
1269 1268 90
1269 1267 184
1269 880 87
1270 1269 71
1271 250 128
1272 1271 35
1272 237 22
1273 225 66
1273 245 40
1274 1275 33
1274 589 145
1274 463 33
1275 584 248
1275 463 26
1276 1277 96
1276 902 122
1277 1276 96
1278 547 92
1278 544 106
1279 269 79
1279 657 134
1280 784 136
1281 143 15
1281 426 63
1282 713 207
1283 1363 115
1283 277 137
1284 958 95
1284 1563 33
1285 963 131
1285 24 15
1285 738 215
1286 761 204
1286 1170 65
1286 1245 80
1287 763 163
1287 761 172
1287 1288 101
1287 1245 98
1288 767 242
1288 1626 94
1288 1287 101
1289 1623 9
1289 1624 290
1290 1518 144
1291 1530 15
1291 1606 50
1292 699 48
1292 1609 6
1292 1604 105
1293 1483 81
1293 1316 39
1293 1554 8
1294 1260 89
1294 1490 75
1295 817 109
1295 834 24
1296 1299 83
1297 364 54
1297 1296 45
1298 358 83
1299 734 43
1299 1413 76
1300 1619 11
1300 689 35
1301 632 51
1301 42 92
1302 873 35
1303 1061 229
1303 69 25
1304 1102 16
1304 51 211
1305 1621 85
1306 1258 129
1307 837 151
1308 1487 12
1308 834 22
1308 1309 64
1309 1484 152
1309 1308 64
1309 833 165
1310 1080 15
1310 177 5
1311 165 37
1311 1503 10
1311 164 41
1312 645 11
1313 490 8
1313 541 61
1314 1612 40
1315 1314 79
1315 1526 93
1316 473 9
1316 651 101
1316 1293 39
1317 652 108
1317 651 67
1318 1128 145
1318 522 592
1318 946 203
1319 1580 110
1319 400 108
1320 608 79
1321 1397 26
1322 1321 35
1322 1059 26
1323 501 332
1323 518 39
1323 256 141
1324 1120 129
1325 1326 44
1325 480 31
1325 1570 177
1326 1169 147
1326 480 28
1327 1403 240
1327 728 176
1328 999 68
1328 1329 16
1329 999 54
1329 1328 16
1329 343 59
1330 309 30
1330 878 54
1331 169 90
1331 171 98
1332 170 173
1333 183 89
1333 181 33
1334 1467 297
1334 1143 105
1335 1474 24
1335 1433 24
1336 350 71
1336 351 28
1337 235 32
1338 582 29
1338 698 49
1339 949 26
1339 582 22
1339 459 153
1340 202 77
1340 201 71
1340 203 62
1341 741 13
1342 390 17
1342 1629 143
1343 1342 19
1343 412 56
1344 114 37
1344 1346 28
1345 1300 13
1346 114 27
1346 1347 31
1347 1417 47
1347 1346 31
1347 895 47
1348 894 55
1348 893 9
1349 1589 24
1349 1587 33
1350 758 59
1351 1199 36
1352 422 17
1352 1106 38
1353 255 7
1354 46 55
1354 816 24
1355 758 3
1356 634 56
1357 1256 78
1357 1516 12
1358 783 114
1359 1173 122
1359 574 129
1360 835 143
1360 1258 174
1360 1259 48
1361 521 10
1361 1359 294
1362 506 32
1363 278 20
1363 1283 115
1364 662 97
1365 1114 48
1366 1627 78
1366 454 74
1367 668 114
1367 670 116
1367 393 19
1368 1251 99
1369 1153 29
1370 1533 55
1370 616 106
1371 1429 67
1372 755 252
1373 800 36
1374 1601 74
1374 1375 243
1375 1374 243
1376 452 48
1377 936 51
1377 407 352
1377 469 36
1378 743 27
1378 406 50
1379 915 21
1379 914 29
1380 933 58
1381 700 52
1382 57 19
1382 1255 183
1383 1254 44
1383 1382 14
1384 1254 103
1385 766 15
1385 941 53
1386 1144 39
1387 181 9
1387 1333 34
1387 182 248
1388 934 216
1388 512 91
1389 462 155
1390 1240 51
1390 809 26
1391 363 35
1392 589 128
1392 1091 31
1392 508 30
1393 1221 11
1393 1222 32
1394 780 126
1395 715 6
1395 1543 204
1395 718 108
1396 718 23
1397 1470 193
1397 1298 26
1398 1121 82
1399 1398 40
1399 590 29
1400 68 75
1400 66 27
1401 477 410
1401 478 46
1402 1403 38
1402 932 204
1403 1327 240
1404 511 9
1404 1089 180
1405 545 13
1405 548 225
1406 754 346
1406 1454 25
1407 964 139
1407 23 28
1408 24 6
1408 1407 74
1409 1546 27
1409 1206 21
1410 304 118
1410 345 15
1411 1410 16
1411 344 114
1412 394 29
1412 448 98
1413 1458 146
1413 404 19
1414 1215 12
1414 1415 27
1414 1434 70
1415 1203 37
1415 1414 27
1416 142 15
1416 987 60
1416 687 44
1417 895 21
1417 111 101
1417 892 33
1418 195 21
1418 30 7
1419 358 8
1419 359 41
1420 281 181
1420 1523 26
1421 1634 440
1422 1172 15
1422 1531 105
1423 1204 6
1423 1409 20
1424 494 121
1425 1412 56
1425 394 47
1425 1525 128
1426 751 66
1426 1427 35
1427 727 13
1428 1429 43
1428 918 44
1429 1371 67
1429 1428 43
1429 1430 70
1430 1429 70
1430 1049 222
1430 1042 13
1431 366 9
1431 1432 4
1432 1431 4
1432 1424 17
1433 1442 14
1433 1474 15
1434 1435 17
1434 34 114
1435 1547 6
1435 1423 12
1436 900 20
1437 1345 12
1437 425 92
1438 1004 25
1439 1002 23
1440 987 12
1440 1439 8
1441 66 46
1441 1263 26
1442 1482 64
1442 1041 22
1443 1243 77
1443 4 132
1444 931 14
1445 10 123
1445 645 56
1446 296 30
1446 294 160
1447 356 40
1447 773 325
1448 1466 72
1449 532 17
1450 825 39
1450 647 54
1451 779 195
1451 1077 78
1452 1460 8
1452 101 39
1453 1452 19
1453 1057 328
1454 726 3
1455 550 19
1455 493 181
1456 1641 71
1457 403 15
1457 404 9
1457 442 103
1458 1459 6
1458 938 9
1459 1458 6
1459 1556 22
1460 387 153
1461 1281 60
1461 1462 18
1462 8 15
1462 1498 30
1463 427 14
1463 144 104
1464 197 75
1464 1465 61
1465 1466 26
1466 1464 83
1466 1448 72
1466 1517 111
1467 1334 297
1467 585 69
1468 1147 27
1468 1472 62
1469 1468 11
1469 1298 206
1470 1147 35
1470 1468 27
1471 486 92
1471 1479 28
1472 1479 11
1472 1473 87
1473 1509 18
1473 1476 92
1474 1475 50
1475 82 64
1475 1477 126
1476 1442 66
1477 1471 24
1477 80 92
1478 1127 49
1478 79 16
1479 1478 75
1479 1469 58
1480 76 88
1480 1472 53
1481 885 96
1481 78 26
1482 1481 27
1482 97 90
1483 1555 75
1483 700 50
1484 1485 199
1484 70 165
1484 1309 152
1485 70 63
1485 1514 28
1486 1480 32
1486 71 93
1487 1308 12
1487 69 113
1488 1252 6
1488 1545 106
1489 1304 37
1489 1357 20
1490 1488 19
1490 1252 18
1491 748 128
1492 391 14
1492 740 44
1493 1421 44
1493 413 35
1494 1540 6
1494 330 112
1494 1066 152
1495 1540 7
1495 1494 7
1496 1495 19
1497 730 117
1497 870 40
1498 244 115
1499 1498 31
1499 8 29
1500 1155 21
1500 1502 25
1501 150 7
1501 1149 15
1502 1501 85
1503 1054 33
1503 1311 10
1504 1054 34
1504 1503 60
1505 1078 52
1505 1057 94
1506 112 18
1507 7 33
1507 1181 43
1507 382 235
1508 1263 14
1508 1441 21
1508 1262 133
1509 76 39
1510 472 30
1511 279 126
1511 276 133
1512 1016 64
1513 448 189
1514 1485 28
1515 1151 48
1515 1511 20
1516 1581 31
1517 1467 103
1517 1466 111
1518 1290 144
1518 1623 21
1519 41 274
1519 991 31
1520 993 51
1520 1217 181
1521 1213 15
1522 1246 274
1522 1624 10
1523 1563 8
1523 1284 30
1524 582 22
1524 1339 35
1524 586 160
1525 395 8
1525 1425 128
1525 396 44
1526 1315 93
1527 1162 34
1527 1160 32
1528 1603 235
1528 1232 20
1528 466 71
1529 654 41
1529 1599 21
1530 1598 17
1530 681 42
1530 12 44
1531 1172 98
1531 1233 47
1532 1533 10
1532 1370 54
1533 1534 9
1533 1048 10
1534 1535 10
1534 855 77
1535 839 61
1535 1532 12
1536 547 266
1537 924 51
1538 1424 23
1538 1431 28
1539 316 10
1539 327 13
1540 1494 6
1540 1063 14
1541 316 32
1541 1062 54
1541 1496 34
1542 508 68
1542 1186 174
1542 1184 71
1543 1647 37
1543 1395 204
1544 1262 36
1545 1488 106
1546 1202 34
1547 1206 13
1547 1409 19
1548 1434 12
1548 1423 6
1549 1345 12
1549 1619 25
1550 1551 28
1550 667 224
1551 1188 5
1552 510 9
1552 578 156
1552 1090 98
1553 1157 51
1553 182 38
1553 460 24
1554 542 107
1554 1293 8
1554 1530 296
1555 1292 81
1555 1610 6
1556 364 49
1557 513 7
1557 503 76
1558 1243 24
1558 1559 8
1559 1443 63
1560 1558 4
1560 1559 7
1561 1558 14
1561 1592 22
1562 1029 28
1562 1576 39
1563 279 7
1563 1564 121
1564 1511 5
1564 1515 21
1565 1633 146
1566 11 60
1567 213 29
1568 737 77
1569 737 92
1570 1325 177
1570 1120 84
1571 354 83
1571 1059 33
1572 402 84
1573 1572 13
1573 1655 152
1573 400 247
1574 1215 12
1574 1597 81
1575 1354 31
1575 65 67
1576 1029 30
1576 483 459
1577 1251 112
1577 1577 74
1578 247 42
1579 1580 6
1579 467 241
1579 935 62
1580 1579 6
1580 1319 110
1580 465 96
1581 1583 37
1581 1489 19
1582 1158 71
1582 819 60
1583 1581 37
1583 1648 39
1583 1649 41
1584 1585 22
1584 1096 13
1585 1349 19
1586 872 7
1586 335 58
1587 1586 26
1588 1589 15
1588 832 25
1589 335 13
1589 1587 28
1590 1116 15
1590 1039 39
1591 1070 163
1591 1060 169
1591 353 37
1592 382 105
1593 1594 90
1593 1219 10
1594 552 88
1594 1217 13
1594 1595 145
1595 774 94
1595 1210 88
1596 1216 13
1596 485 108
1597 1218 13
1597 1596 15
1598 1291 8
1598 1600 126
1599 1602 345
1600 1599 13
1600 1529 21
1601 1600 11
1601 1291 123
1602 1603 12
1602 1232 244
1603 1030 163
1603 1601 357
1604 1615 7
1604 1611 212
1605 651 32
1605 1293 120
1606 650 39
1606 1605 126
1607 1483 7
1607 1554 78
1608 1610 80
1609 1608 1
1610 529 94
1610 1607 75
1611 1614 12
1611 1538 107
1612 1615 80
1613 830 127
1613 1612 69
1614 1613 69
1614 642 91
1615 1315 47
1615 1609 104
1616 249 85
1616 251 120
1616 497 46
1617 9 17
1617 1618 15
1617 1077 25
1618 429 104
1618 9 10
1619 955 13
1620 1249 5
1620 1244 16
1621 1289 30
1622 1620 4
1622 1621 43
1623 1289 9
1623 1518 21
1623 1159 28
1624 1626 8
1625 1366 76
1625 1627 11
1626 1625 6
1626 1288 94
1627 1522 8
1628 865 70
1628 1632 89
1629 1628 86
1630 747 80
1631 844 106
1631 1630 60
1632 1638 174
1632 858 86
1632 1633 14
1633 775 104
1633 1632 14
1633 1631 115
1634 799 53
1635 1343 429
1635 620 37
1636 853 71
1637 1565 26
1638 1642 5
1638 859 126
1639 613 75
1639 3 172
1640 615 65
1640 1641 11
1640 1637 165
1641 1639 54
1641 1640 11
1642 1637 9
1642 1456 90
1643 927 19
1643 928 53
1644 1645 14
1645 683 82
1645 1646 22
1646 464 128
1646 1644 10
1647 1165 12
1647 479 25
1648 1649 13
1648 942 168
1648 1583 39
1649 1648 13
1650 1651 48
1651 624 16
1651 626 38
1651 1650 48
1652 1312 35
1652 646 63
1653 1261 47
1653 1295 109
1653 1260 94
1654 82 46
1655 1528 49
1655 1233 22
